Month,Product_Category,Previous_Sales,Seasonality_Factor,Demand
10,Confectionery,106,1.4,162
2,Snacks,111,1.1,126
1,Beverages,412,1.0,339
10,Snacks,376,1.4,584
11,Confectionery,291,1.6,443
9,Snacks,139,1.3,168
10,Beverages,121,1.4,165
9,Confectionery,375,1.3,457
9,Beverages,79,1.3,96
6,Confectionery,408,1.5,687
8,Snacks,456,1.2,465
11,Confectionery,337,1.6,640
1,Confectionery,135,1.0,137
10,Snacks,283,1.4,345
4,Beverages,284,1.0,242
1,Snacks,362,1.0,375
8,Confectionery,414,1.2,523
1,Snacks,314,1.0,257
3,Confectionery,336,1.2,361
4,Snacks,376,1.0,420
8,Snacks,442,1.2,434
6,Beverages,318,1.5,544
10,Confectionery,235,1.4,349
12,Beverages,180,1.8,315
7,Confectionery,340,1.4,446
8,Snacks,326,1.2,315
2,Confectionery,369,1.1,458
10,Beverages,400,1.4,479
11,Beverages,229,1.6,338
8,Beverages,339,1.2,418
3,Confectionery,426,1.2,459
7,Beverages,212,1.4,296
3,Beverages,320,1.2,431
7,Beverages,425,1.4,587
11,Snacks,145,1.6,273
12,Snacks,311,1.8,637
2,Confectionery,414,1.1,424
10,Confectionery,402,1.4,540
6,Beverages,337,1.5,489
3,Snacks,485,1.2,611
3,Beverages,132,1.2,144
9,Beverages,274,1.3,423
7,Snacks,461,1.4,673
5,Snacks,272,1.3,339
12,Snacks,167,1.8,318
10,Confectionery,241,1.4,323
7,Confectionery,128,1.4,201
9,Beverages,127,1.3,169
1,Confectionery,196,1.0,160
7,Snacks,156,1.4,190
6,Snacks,431,1.5,740
10,Confectionery,320,1.4,459
12,Beverages,439,1.8,932
9,Beverages,293,1.3,315
1,Confectionery,122,1.0,112
4,Beverages,406,1.0,356
9,Beverages,403,1.3,535
4,Beverages,471,1.0,448
10,Snacks,75,1.4,90
3,Snacks,259,1.2,328
9,Confectionery,141,1.3,185
2,Snacks,174,1.1,174
4,Beverages,484,1.0,480
6,Snacks,122,1.5,200
2,Confectionery,172,1.1,166
8,Snacks,358,1.2,394
8,Beverages,233,1.2,262
1,Beverages,236,1.0,259
12,Confectionery,247,1.8,506
3,Snacks,127,1.2,144
10,Snacks,397,1.4,510
9,Snacks,235,1.3,353
5,Beverages,393,1.3,612
6,Confectionery,302,1.5,483
4,Snacks,62,1.0,74
10,Beverages,348,1.4,518
2,Beverages,125,1.1,150
11,Beverages,100,1.6,152
8,Snacks,324,1.2,378
11,Snacks,198,1.6,271
6,Snacks,268,1.5,453
5,Snacks,171,1.3,260
9,Snacks,260,1.3,354
1,Snacks,329,1.0,308
5,Snacks,75,1.3,84
6,Snacks,222,1.5,301
5,Snacks,205,1.3,240
6,Beverages,287,1.5,450
6,Snacks,425,1.5,750
7,Confectionery,131,1.4,150
4,Beverages,405,1.0,324
11,Snacks,462,1.6,768
8,Confectionery,322,1.2,353
7,Snacks,117,1.4,188
9,Confectionery,93,1.3,112
7,Confectionery,110,1.4,141
3,Confectionery,172,1.2,187
3,Confectionery,398,1.2,409
8,Beverages,245,1.2,303
5,Beverages,379,1.3,427
4,Confectionery,458,1.0,444
8,Snacks,372,1.2,439
6,Confectionery,160,1.5,193
2,Beverages,307,1.1,272
4,Snacks,138,1.0,139
12,Beverages,482,1.8,935
11,Beverages,247,1.6,465
4,Snacks,331,1.0,288
6,Confectionery,249,1.5,314
6,Confectionery,148,1.5,182
1,Confectionery,76,1.0,74
8,Confectionery,138,1.2,173
6,Snacks,195,1.5,332
3,Snacks,231,1.2,297
9,Snacks,306,1.3,351
2,Beverages,238,1.1,257
11,Snacks,289,1.6,538
8,Confectionery,408,1.2,455
10,Beverages,436,1.4,610
3,Confectionery,245,1.2,347
12,Confectionery,346,1.8,681
5,Snacks,214,1.3,305
6,Snacks,356,1.5,481
10,Confectionery,320,1.4,432
6,Confectionery,57,1.5,71
4,Beverages,87,1.0,90
3,Snacks,163,1.2,164
4,Beverages,388,1.0,440
1,Beverages,105,1.0,118
4,Beverages,480,1.0,486
1,Confectionery,408,1.0,349
12,Beverages,187,1.8,272
1,Beverages,151,1.0,168
10,Confectionery,383,1.4,557
6,Snacks,226,1.5,367
5,Snacks,218,1.3,261
11,Beverages,388,1.6,623
4,Confectionery,335,1.0,368
11,Snacks,310,1.6,488
3,Beverages,424,1.2,529
1,Beverages,272,1.0,303
6,Confectionery,248,1.5,329
2,Beverages,260,1.1,236
8,Snacks,336,1.2,408
10,Confectionery,229,1.4,264
5,Snacks,299,1.3,430
7,Snacks,280,1.4,426
10,Snacks,72,1.4,116
12,Beverages,97,1.8,184
2,Beverages,158,1.1,143
8,Snacks,345,1.2,373
2,Snacks,55,1.1,67
4,Confectionery,87,1.0,75
1,Confectionery,218,1.0,235
5,Beverages,405,1.3,585
9,Beverages,332,1.3,402
1,Confectionery,252,1.0,234
9,Snacks,374,1.3,497
11,Beverages,362,1.6,662
8,Snacks,322,1.2,343
6,Confectionery,293,1.5,517
7,Beverages,376,1.4,547
3,Beverages,96,1.2,137
1,Confectionery,298,1.0,249
5,Beverages,128,1.3,141
12,Confectionery,159,1.8,323
12,Beverages,62,1.8,127
2,Confectionery,444,1.1,477
5,Beverages,429,1.3,605
8,Snacks,414,1.2,569
11,Snacks,139,1.6,181
9,Snacks,391,1.3,523
2,Beverages,397,1.1,498
12,Beverages,329,1.8,568
3,Snacks,270,1.2,298
3,Snacks,122,1.2,163
1,Confectionery,283,1.0,264
8,Confectionery,309,1.2,297
6,Confectionery,162,1.5,287
12,Snacks,95,1.8,177
8,Snacks,323,1.2,437
11,Snacks,92,1.6,166
9,Confectionery,257,1.3,276
5,Beverages,466,1.3,526
12,Snacks,398,1.8,662
3,Beverages,152,1.2,169
5,Beverages,173,1.3,239
5,Beverages,59,1.3,80
5,Confectionery,378,1.3,490
3,Beverages,236,1.2,250
11,Snacks,80,1.6,121
10,Confectionery,205,1.4,292
4,Snacks,109,1.0,107
9,Snacks,298,1.3,329
10,Confectionery,436,1.4,646
9,Snacks,423,1.3,455
2,Snacks,488,1.1,510
8,Confectionery,319,1.2,414
8,Snacks,491,1.2,476
7,Beverages,266,1.4,382
8,Snacks,448,1.2,502
3,Beverages,51,1.2,49
6,Snacks,73,1.5,95
1,Confectionery,255,1.0,299
7,Confectionery,369,1.4,520
1,Snacks,248,1.0,297
9,Confectionery,405,1.3,531
1,Snacks,163,1.0,165
1,Confectionery,329,1.0,314
7,Beverages,204,1.4,263
2,Snacks,214,1.1,212
5,Beverages,271,1.3,330
8,Beverages,140,1.2,165
8,Snacks,216,1.2,227
3,Beverages,496,1.2,529
7,Snacks,256,1.4,325
3,Beverages,331,1.2,389
6,Snacks,114,1.5,181
6,Snacks,425,1.5,728
3,Confectionery,53,1.2,58
7,Snacks,206,1.4,251
3,Snacks,298,1.2,340
8,Beverages,306,1.2,425
10,Snacks,284,1.4,319
4,Confectionery,355,1.0,380
1,Beverages,415,1.0,411
4,Beverages,444,1.0,383
7,Confectionery,123,1.4,159
11,Beverages,236,1.6,336
4,Beverages,111,1.0,127
6,Beverages,386,1.5,574
9,Beverages,213,1.3,283
1,Confectionery,105,1.0,108
5,Confectionery,160,1.3,219
11,Beverages,267,1.6,426
7,Beverages,289,1.4,326
1,Confectionery,70,1.0,65
4,Confectionery,190,1.0,165
6,Confectionery,314,1.5,504
2,Beverages,188,1.1,170
10,Beverages,119,1.4,170
5,Snacks,434,1.3,498
11,Confectionery,167,1.6,315
10,Beverages,247,1.4,323
1,Confectionery,254,1.0,236
6,Beverages,263,1.5,461
6,Confectionery,105,1.5,152
4,Beverages,336,1.0,398
8,Snacks,342,1.2,332
4,Snacks,224,1.0,206
8,Confectionery,396,1.2,506
8,Beverages,419,1.2,581
5,Beverages,177,1.3,207
4,Confectionery,480,1.0,562
12,Beverages,427,1.8,797
2,Confectionery,374,1.1,460
11,Beverages,491,1.6,753
3,Confectionery,341,1.2,362
3,Beverages,337,1.2,470
4,Confectionery,275,1.0,322
4,Beverages,113,1.0,112
10,Snacks,475,1.4,533
11,Beverages,97,1.6,130
11,Confectionery,251,1.6,413
5,Snacks,386,1.3,406
4,Beverages,463,1.0,443
11,Snacks,454,1.6,669
10,Beverages,109,1.4,165
8,Snacks,446,1.2,440
6,Confectionery,306,1.5,456
6,Beverages,114,1.5,176
8,Beverages,288,1.2,361
7,Confectionery,338,1.4,455
10,Snacks,87,1.4,112
11,Confectionery,74,1.6,127
12,Confectionery,459,1.8,941
10,Snacks,108,1.4,162
8,Confectionery,466,1.2,655
2,Beverages,406,1.1,485
9,Beverages,432,1.3,621
1,Beverages,346,1.0,300
8,Confectionery,207,1.2,240
12,Beverages,106,1.8,189
11,Beverages,482,1.6,696
12,Beverages,97,1.8,176
12,Beverages,377,1.8,621
4,Beverages,482,1.0,518
4,Beverages,480,1.0,474
5,Confectionery,105,1.3,134
8,Beverages,114,1.2,163
5,Beverages,317,1.3,394
8,Snacks,118,1.2,133
10,Confectionery,265,1.4,344
1,Confectionery,439,1.0,508
12,Confectionery,138,1.8,248
10,Confectionery,498,1.4,725
9,Beverages,330,1.3,374
6,Beverages,306,1.5,466
3,Snacks,209,1.2,228
8,Snacks,283,1.2,370
9,Confectionery,180,1.3,265
6,Snacks,98,1.5,159
11,Snacks,196,1.6,342
7,Confectionery,365,1.4,513
1,Confectionery,462,1.0,501
5,Snacks,483,1.3,608
5,Beverages,51,1.3,70
10,Snacks,378,1.4,478
4,Snacks,489,1.0,404
6,Beverages,194,1.5,280
7,Beverages,493,1.4,679
9,Confectionery,415,1.3,486
1,Confectionery,469,1.0,511
6,Snacks,110,1.5,136
7,Beverages,322,1.4,400
3,Confectionery,98,1.2,129
8,Snacks,381,1.2,445
5,Beverages,493,1.3,693
9,Snacks,453,1.3,604
5,Confectionery,483,1.3,741
9,Confectionery,180,1.3,243
10,Beverages,92,1.4,103
4,Snacks,106,1.0,99
9,Beverages,99,1.3,110
5,Confectionery,227,1.3,345
10,Confectionery,342,1.4,402
9,Snacks,95,1.3,117
3,Snacks,219,1.2,234
4,Snacks,320,1.0,364
9,Beverages,466,1.3,559
10,Snacks,385,1.4,645
11,Snacks,188,1.6,245
6,Confectionery,296,1.5,377
2,Confectionery,197,1.1,192
7,Snacks,279,1.4,439
2,Snacks,329,1.1,416
11,Confectionery,174,1.6,230
2,Snacks,241,1.1,215
11,Beverages,423,1.6,743
1,Beverages,129,1.0,110
11,Beverages,143,1.6,195
11,Snacks,275,1.6,355
12,Confectionery,114,1.8,168
11,Snacks,137,1.6,198
3,Snacks,137,1.2,135
6,Confectionery,250,1.5,355
8,Confectionery,263,1.2,357
9,Confectionery,253,1.3,306
7,Beverages,450,1.4,687
4,Snacks,431,1.0,360
6,Confectionery,138,1.5,220
5,Snacks,110,1.3,132
8,Beverages,320,1.2,422
1,Beverages,143,1.0,122
1,Confectionery,356,1.0,412
11,Confectionery,76,1.6,109
6,Snacks,263,1.5,371
10,Confectionery,123,1.4,203
12,Snacks,110,1.8,204
2,Confectionery,235,1.1,244
5,Snacks,80,1.3,122
1,Snacks,268,1.0,249
7,Snacks,61,1.4,71
1,Snacks,351,1.0,420
4,Beverages,464,1.0,420
9,Snacks,81,1.3,120
1,Confectionery,209,1.0,181
4,Beverages,286,1.0,312
6,Beverages,276,1.5,418
6,Snacks,230,1.5,411
12,Beverages,366,1.8,672
8,Snacks,95,1.2,92
1,Confectionery,390,1.0,406
7,Snacks,129,1.4,154
1,Beverages,184,1.0,205
7,Confectionery,309,1.4,494
3,Snacks,357,1.2,425
11,Confectionery,296,1.6,527
8,Confectionery,208,1.2,214
3,Beverages,252,1.2,301
1,Confectionery,161,1.0,154
8,Beverages,341,1.2,427
3,Confectionery,487,1.2,477
2,Snacks,359,1.1,434
1,Confectionery,168,1.0,139
3,Snacks,432,1.2,550
2,Snacks,66,1.1,58
2,Confectionery,380,1.1,473
6,Snacks,463,1.5,604
12,Confectionery,276,1.8,499
1,Confectionery,410,1.0,370
2,Snacks,455,1.1,545
6,Snacks,166,1.5,231
3,Beverages,92,1.2,120
4,Snacks,417,1.0,381
1,Beverages,164,1.0,180
8,Snacks,332,1.2,323
7,Confectionery,86,1.4,109
7,Snacks,351,1.4,491
3,Confectionery,162,1.2,159
10,Confectionery,84,1.4,102
10,Confectionery,181,1.4,297
3,Beverages,385,1.2,550
2,Snacks,385,1.1,464
12,Confectionery,459,1.8,744
1,Confectionery,426,1.0,385
7,Beverages,277,1.4,410
7,Snacks,196,1.4,232
12,Snacks,171,1.8,362
2,Beverages,130,1.1,127
7,Beverages,222,1.4,372
8,Snacks,203,1.2,243
1,Beverages,199,1.0,220
9,Snacks,424,1.3,441
7,Snacks,107,1.4,173
3,Confectionery,112,1.2,122
8,Confectionery,205,1.2,262
7,Snacks,498,1.4,782
11,Snacks,477,1.6,660
8,Snacks,405,1.2,474
6,Snacks,476,1.5,712
9,Snacks,470,1.3,565
5,Snacks,371,1.3,478
3,Beverages,450,1.2,500
3,Snacks,217,1.2,245
1,Beverages,215,1.0,229
12,Beverages,134,1.8,253
8,Snacks,494,1.2,529
2,Snacks,186,1.1,237
3,Beverages,238,1.2,327
8,Beverages,449,1.2,540
8,Snacks,428,1.2,499
11,Snacks,51,1.6,77
4,Beverages,155,1.0,167
4,Beverages,413,1.0,441
5,Beverages,121,1.3,138
6,Confectionery,476,1.5,762
5,Beverages,175,1.3,204
7,Confectionery,219,1.4,247
2,Snacks,254,1.1,301
7,Snacks,362,1.4,536
10,Beverages,386,1.4,521
7,Snacks,244,1.4,345
1,Snacks,207,1.0,244
7,Snacks,190,1.4,276
5,Snacks,324,1.3,447
3,Confectionery,56,1.2,55
3,Confectionery,442,1.2,459
4,Beverages,103,1.0,94
12,Beverages,153,1.8,279
2,Beverages,391,1.1,477
2,Snacks,387,1.1,395
1,Snacks,110,1.0,103
5,Confectionery,136,1.3,159
4,Confectionery,307,1.0,276
11,Beverages,227,1.6,428
10,Confectionery,291,1.4,429
2,Confectionery,252,1.1,239
3,Confectionery,80,1.2,104
7,Confectionery,338,1.4,515
7,Confectionery,129,1.4,192
12,Beverages,60,1.8,92
4,Beverages,466,1.0,448
5,Confectionery,303,1.3,331
5,Beverages,433,1.3,634
6,Snacks,440,1.5,700
9,Confectionery,433,1.3,564
2,Snacks,336,1.1,346
5,Beverages,225,1.3,255
12,Beverages,175,1.8,265
3,Snacks,96,1.2,136
4,Beverages,255,1.0,224
10,Confectionery,486,1.4,560
6,Snacks,156,1.5,277
12,Confectionery,324,1.8,594
8,Snacks,386,1.2,518
1,Beverages,172,1.0,140
10,Snacks,183,1.4,263
8,Snacks,156,1.2,179
11,Confectionery,354,1.6,628
7,Beverages,378,1.4,431
1,Confectionery,99,1.0,95
2,Beverages,386,1.1,475
3,Confectionery,144,1.2,174
1,Snacks,317,1.0,323
9,Confectionery,72,1.3,78
8,Beverages,103,1.2,105
2,Beverages,423,1.1,498
9,Snacks,303,1.3,421
7,Beverages,284,1.4,473
9,Confectionery,108,1.3,152
6,Snacks,213,1.5,318
6,Beverages,308,1.5,528
11,Beverages,363,1.6,488
4,Confectionery,265,1.0,259
10,Confectionery,232,1.4,297
10,Snacks,106,1.4,124
2,Beverages,194,1.1,235
7,Confectionery,472,1.4,663
5,Snacks,139,1.3,184
11,Beverages,360,1.6,555
6,Beverages,94,1.5,138
2,Snacks,306,1.1,284
5,Snacks,70,1.3,97
10,Confectionery,70,1.4,95
4,Beverages,101,1.0,113
9,Beverages,387,1.3,441
6,Beverages,220,1.5,291
2,Snacks,485,1.1,564
1,Confectionery,116,1.0,132
5,Beverages,162,1.3,208
9,Snacks,349,1.3,494
6,Beverages,209,1.5,376
10,Confectionery,315,1.4,527
12,Beverages,369,1.8,729
7,Confectionery,281,1.4,431
5,Confectionery,374,1.3,437
10,Beverages,117,1.4,185
6,Beverages,77,1.5,111
5,Confectionery,486,1.3,748
11,Snacks,165,1.6,219
9,Confectionery,100,1.3,126
6,Beverages,230,1.5,352
11,Beverages,309,1.6,475
8,Snacks,128,1.2,135
2,Confectionery,322,1.1,367
12,Confectionery,157,1.8,311
9,Confectionery,123,1.3,169
5,Beverages,224,1.3,260
7,Confectionery,233,1.4,356
10,Snacks,72,1.4,90
1,Beverages,323,1.0,281
10,Beverages,178,1.4,268
5,Confectionery,340,1.3,502
12,Snacks,369,1.8,659
10,Beverages,235,1.4,333
2,Beverages,108,1.1,109
12,Confectionery,50,1.8,89
6,Confectionery,180,1.5,230
11,Snacks,116,1.6,219
1,Confectionery,342,1.0,383
3,Snacks,334,1.2,427
5,Beverages,138,1.3,182
4,Snacks,466,1.0,520
3,Snacks,149,1.2,178
10,Snacks,238,1.4,306
5,Beverages,427,1.3,479
11,Confectionery,395,1.6,669
8,Beverages,437,1.2,614
11,Confectionery,290,1.6,399
4,Snacks,319,1.0,278
1,Snacks,268,1.0,260
11,Snacks,466,1.6,837
7,Snacks,455,1.4,584
8,Snacks,225,1.2,243
3,Confectionery,436,1.2,548
6,Confectionery,390,1.5,593
2,Snacks,282,1.1,255
7,Beverages,200,1.4,233
8,Beverages,326,1.2,413
6,Snacks,278,1.5,411
6,Confectionery,220,1.5,392
5,Beverages,272,1.3,378
8,Beverages,262,1.2,252
1,Beverages,331,1.0,328
10,Snacks,90,1.4,121
4,Beverages,171,1.0,144
4,Beverages,276,1.0,322
3,Beverages,343,1.2,461
3,Beverages,137,1.2,146
4,Confectionery,316,1.0,285
11,Snacks,78,1.6,101
1,Snacks,296,1.0,271
11,Confectionery,365,1.6,603
11,Confectionery,498,1.6,771
2,Snacks,293,1.1,382
9,Beverages,110,1.3,117
10,Beverages,196,1.4,284
2,Snacks,223,1.1,280
5,Beverages,482,1.3,621
9,Confectionery,327,1.3,340
9,Beverages,383,1.3,446
8,Beverages,418,1.2,466
1,Beverages,490,1.0,581
1,Snacks,428,1.0,498
9,Confectionery,191,1.3,292
11,Beverages,93,1.6,168
8,Snacks,193,1.2,217
10,Beverages,402,1.4,654
9,Confectionery,382,1.3,592
7,Beverages,445,1.4,585
3,Confectionery,104,1.2,112
3,Beverages,356,1.2,435
2,Confectionery,407,1.1,391
5,Beverages,472,1.3,498
12,Confectionery,466,1.8,988
12,Beverages,210,1.8,442
3,Beverages,334,1.2,346
6,Snacks,374,1.5,540
2,Snacks,247,1.1,307
12,Confectionery,208,1.8,398
3,Beverages,129,1.2,148
5,Confectionery,80,1.3,114
12,Snacks,161,1.8,335
11,Confectionery,95,1.6,177
11,Confectionery,402,1.6,612
1,Snacks,254,1.0,220
1,Beverages,101,1.0,117
10,Confectionery,187,1.4,219
9,Snacks,123,1.3,174
7,Beverages,90,1.4,107
1,Snacks,126,1.0,120
12,Confectionery,436,1.8,757
8,Beverages,236,1.2,244
3,Beverages,419,1.2,587
8,Snacks,101,1.2,97
5,Snacks,467,1.3,702
1,Snacks,482,1.0,556
7,Beverages,461,1.4,598
5,Beverages,136,1.3,191
6,Confectionery,158,1.5,213
6,Beverages,446,1.5,738
8,Confectionery,274,1.2,336
9,Snacks,297,1.3,355
2,Snacks,118,1.1,124
9,Beverages,169,1.3,236
12,Snacks,116,1.8,242
11,Snacks,110,1.6,150
10,Beverages,493,1.4,709
9,Confectionery,376,1.3,440
10,Beverages,457,1.4,716
10,Confectionery,240,1.4,278
7,Beverages,238,1.4,358
1,Beverages,200,1.0,173
7,Snacks,335,1.4,487
10,Beverages,493,1.4,782
5,Beverages,451,1.3,646
6,Confectionery,145,1.5,239
10,Snacks,361,1.4,509
7,Confectionery,358,1.4,579
5,Confectionery,312,1.3,419
7,Snacks,146,1.4,238
9,Snacks,162,1.3,214
3,Snacks,174,1.2,209
8,Beverages,485,1.2,517
2,Snacks,181,1.1,202
11,Snacks,467,1.6,639
7,Snacks,466,1.4,748
2,Confectionery,170,1.1,200
4,Confectionery,246,1.0,294
7,Beverages,343,1.4,401
3,Confectionery,171,1.2,183
2,Beverages,331,1.1,419
11,Confectionery,434,1.6,665
10,Snacks,309,1.4,426
7,Confectionery,88,1.4,140
1,Beverages,103,1.0,103
8,Confectionery,210,1.2,221
3,Snacks,338,1.2,469
12,Beverages,249,1.8,364
12,Snacks,325,1.8,677
2,Snacks,65,1.1,58
3,Beverages,454,1.2,580
5,Snacks,222,1.3,239
11,Snacks,297,1.6,514
8,Confectionery,432,1.2,421
10,Snacks,267,1.4,425
7,Snacks,136,1.4,187
7,Snacks,131,1.4,153
12,Snacks,111,1.8,216
7,Beverages,336,1.4,468
8,Confectionery,91,1.2,95
1,Snacks,61,1.0,49
4,Snacks,370,1.0,357
6,Beverages,283,1.5,354
9,Snacks,378,1.3,411
2,Beverages,180,1.1,179
1,Confectionery,164,1.0,172
10,Confectionery,267,1.4,378
12,Snacks,186,1.8,277
2,Snacks,155,1.1,202
7,Snacks,228,1.4,368
3,Beverages,65,1.2,70
10,Snacks,291,1.4,345
2,Snacks,383,1.1,495
11,Confectionery,430,1.6,677
7,Snacks,436,1.4,564
2,Confectionery,275,1.1,301
3,Snacks,291,1.2,387
11,Confectionery,457,1.6,634
7,Snacks,190,1.4,294
4,Confectionery,435,1.0,478
1,Beverages,248,1.0,251
5,Confectionery,161,1.3,239
12,Confectionery,176,1.8,270
9,Confectionery,70,1.3,94
8,Snacks,196,1.2,230
12,Snacks,138,1.8,240
9,Snacks,352,1.3,412
10,Beverages,455,1.4,604
9,Beverages,252,1.3,276
7,Confectionery,466,1.4,587
4,Beverages,465,1.0,422
5,Confectionery,497,1.3,703
1,Confectionery,134,1.0,109
1,Confectionery,216,1.0,229
3,Beverages,433,1.2,461
8,Snacks,121,1.2,120
2,Beverages,347,1.1,351
4,Confectionery,58,1.0,51
2,Confectionery,330,1.1,370
5,Beverages,307,1.3,376
9,Confectionery,324,1.3,499
1,Confectionery,287,1.0,340
5,Beverages,69,1.3,87
9,Beverages,282,1.3,409
1,Beverages,270,1.0,217
9,Confectionery,375,1.3,496
8,Confectionery,66,1.2,86
4,Snacks,429,1.0,380
12,Snacks,138,1.8,204
11,Beverages,245,1.6,338
10,Snacks,399,1.4,545
5,Confectionery,133,1.3,173
5,Snacks,436,1.3,539
11,Confectionery,136,1.6,212
12,Beverages,356,1.8,633
6,Beverages,387,1.5,643
7,Confectionery,203,1.4,239
8,Snacks,489,1.2,649
8,Beverages,277,1.2,357
11,Beverages,497,1.6,872
2,Snacks,313,1.1,376
9,Snacks,272,1.3,349
7,Confectionery,470,1.4,582
4,Snacks,170,1.0,172
4,Snacks,460,1.0,544
11,Snacks,222,1.6,367
8,Confectionery,53,1.2,51
4,Confectionery,391,1.0,322
6,Beverages,177,1.5,317
5,Confectionery,159,1.3,171
3,Beverages,404,1.2,396
10,Snacks,86,1.4,113
11,Beverages,120,1.6,228
2,Beverages,338,1.1,344
9,Snacks,80,1.3,100
10,Beverages,488,1.4,719
9,Confectionery,430,1.3,452
1,Confectionery,317,1.0,367
10,Confectionery,60,1.4,84
3,Confectionery,393,1.2,465
8,Beverages,377,1.2,517
6,Beverages,81,1.5,143
5,Snacks,106,1.3,133
5,Beverages,215,1.3,242
6,Beverages,237,1.5,400
7,Beverages,391,1.4,526
1,Snacks,68,1.0,79
9,Confectionery,165,1.3,253
3,Beverages,233,1.2,236
4,Snacks,319,1.0,377
10,Snacks,82,1.4,108
1,Snacks,59,1.0,62
11,Confectionery,129,1.6,167
10,Beverages,241,1.4,389
3,Snacks,369,1.2,467
2,Confectionery,239,1.1,277
2,Snacks,117,1.1,149
1,Snacks,397,1.0,398
8,Snacks,174,1.2,201
3,Snacks,476,1.2,654
3,Snacks,385,1.2,506
6,Confectionery,108,1.5,191
8,Beverages,485,1.2,684
9,Beverages,146,1.3,180
9,Beverages,324,1.3,412
4,Beverages,198,1.0,178
5,Confectionery,327,1.3,452
2,Confectionery,314,1.1,326
11,Confectionery,58,1.6,103
9,Snacks,332,1.3,366
8,Snacks,322,1.2,327
3,Snacks,477,1.2,504
11,Beverages,350,1.6,466
12,Snacks,57,1.8,107
9,Beverages,257,1.3,286
3,Snacks,451,1.2,467
9,Beverages,174,1.3,182
2,Snacks,172,1.1,210
12,Snacks,82,1.8,166
10,Confectionery,50,1.4,60
9,Snacks,253,1.3,360
8,Snacks,55,1.2,64
9,Confectionery,346,1.3,402
5,Beverages,488,1.3,665
11,Confectionery,54,1.6,75
11,Confectionery,492,1.6,868
2,Beverages,129,1.1,116
8,Snacks,323,1.2,458
12,Beverages,226,1.8,337
6,Snacks,387,1.5,598
8,Snacks,370,1.2,515
11,Beverages,388,1.6,499
5,Confectionery,487,1.3,632
10,Beverages,494,1.4,650
2,Snacks,185,1.1,210
6,Beverages,436,1.5,582
5,Beverages,74,1.3,79
12,Snacks,374,1.8,707
12,Confectionery,232,1.8,403
5,Beverages,217,1.3,295
1,Snacks,387,1.0,342
2,Snacks,227,1.1,233
8,Beverages,422,1.2,518
3,Confectionery,144,1.2,179
10,Beverages,82,1.4,108
3,Confectionery,160,1.2,175
8,Confectionery,195,1.2,212
8,Confectionery,430,1.2,448
2,Confectionery,490,1.1,501
8,Beverages,280,1.2,295
11,Snacks,321,1.6,541
1,Snacks,385,1.0,395
6,Snacks,87,1.5,124
8,Snacks,474,1.2,529
3,Snacks,184,1.2,197
8,Snacks,383,1.2,466
12,Beverages,284,1.8,596
1,Confectionery,486,1.0,522
11,Snacks,368,1.6,646
11,Beverages,417,1.6,756
9,Snacks,394,1.3,481
11,Snacks,209,1.6,275
9,Confectionery,87,1.3,118
5,Confectionery,199,1.3,226
10,Confectionery,449,1.4,645
4,Snacks,357,1.0,391
11,Snacks,78,1.6,138
6,Snacks,193,1.5,266
12,Confectionery,125,1.8,226
7,Beverages,194,1.4,284
5,Snacks,278,1.3,407
11,Snacks,113,1.6,199
10,Snacks,396,1.4,662
9,Beverages,394,1.3,411
3,Snacks,318,1.2,372
7,Beverages,377,1.4,476
10,Snacks,233,1.4,276
10,Beverages,310,1.4,505
11,Snacks,317,1.6,608
5,Confectionery,218,1.3,247
7,Confectionery,308,1.4,351
2,Confectionery,276,1.1,276
4,Confectionery,82,1.0,92
2,Snacks,426,1.1,429
12,Confectionery,263,1.8,389
7,Beverages,99,1.4,113
2,Confectionery,489,1.1,522
11,Confectionery,442,1.6,829
1,Confectionery,259,1.0,236
9,Snacks,483,1.3,609
1,Confectionery,78,1.0,65
8,Beverages,88,1.2,105
2,Confectionery,396,1.1,469
12,Confectionery,149,1.8,243
8,Confectionery,222,1.2,244
3,Beverages,66,1.2,90
6,Confectionery,105,1.5,126
3,Beverages,275,1.2,348
7,Beverages,95,1.4,127
10,Confectionery,116,1.4,149
9,Beverages,246,1.3,339
2,Snacks,191,1.1,238
12,Confectionery,372,1.8,685
12,Confectionery,72,1.8,105
5,Beverages,143,1.3,183
6,Beverages,291,1.5,429
4,Confectionery,286,1.0,291
4,Snacks,494,1.0,527
4,Beverages,456,1.0,368
2,Beverages,460,1.1,506
4,Snacks,103,1.0,106
11,Snacks,187,1.6,280
1,Confectionery,382,1.0,407
12,Snacks,321,1.8,514
6,Confectionery,90,1.5,125
1,Snacks,147,1.0,174
10,Beverages,232,1.4,305
6,Confectionery,177,1.5,249
1,Confectionery,278,1.0,288
6,Confectionery,366,1.5,652
10,Snacks,135,1.4,225
8,Beverages,305,1.2,377
11,Confectionery,258,1.6,330
2,Confectionery,264,1.1,336
2,Confectionery,423,1.1,478
12,Confectionery,149,1.8,253
4,Beverages,98,1.0,110
11,Snacks,250,1.6,383
3,Beverages,485,1.2,473
4,Confectionery,307,1.0,346
12,Beverages,425,1.8,779
7,Confectionery,227,1.4,297
11,Snacks,294,1.6,423
1,Snacks,172,1.0,178
6,Snacks,391,1.5,518
3,Confectionery,220,1.2,245
11,Beverages,382,1.6,644
10,Snacks,185,1.4,298
7,Confectionery,108,1.4,153
